medium_multiplier,high_multiplier,balanced_accuracy
1.175,2.25,0.9707832019552894
0.975,1.625,0.9707815712912063
0.95,2.05,0.9707797923629373
0.8,1.4,0.9707791389401853
0.95,1.575,0.9707791055177205
0.95,2.0,0.9707745066410508
0.825,1.775,0.9707740088011437
0.9,1.975,0.9707731752248052
1.175,1.975,0.9707724015631108
1.025,2.25,0.9707719874735522
0.85,1.775,0.9707710117652857
1.25,2.075,0.9707701847095785
0.9,1.5,0.9707672026577018
0.85,1.425,0.9707669537377482
0.8,1.725,0.9707666114806859
1.0,2.3,0.9707665046926603
0.825,1.85,0.9707663091667195
0.925,2.125,0.9707660786852493
1.025,1.7,0.9707660149064488
0.85,1.875,0.9707659549918048
1.2,2.0,0.9707652531626065
0.975,2.175,0.9707649443280091
0.875,1.45,0.9707647368842158
1.05,1.75,0.9707639751403737
0.8,1.325,0.9707589533224222
1.1,1.825,0.9707574298347379
0.8,1.7,0.9707569973066957
1.175,1.95,0.9707558160760739
0.875,1.95,0.9707550812340654
1.125,1.875,0.970752924295177
0.85,1.95,0.9707512840443338
1.0,2.2,0.9707506475270007
0.9,1.9,0.9707486611549386
0.975,2.25,0.9707476305195949
0.925,1.95,0.9707466213888636
0.9,2.075,0.970740233199137
0.825,1.375,0.9707384653906926
1.0,1.625,0.970732417924964
0.925,1.5,0.9707319919175531
1.075,2.275,0.970726985471956
0.825,1.9,0.9707254385582216
0.95,2.2,0.9707242508069683
0.875,1.925,0.9707219102599915
1.125,1.825,0.9707197533211032
1.075,1.75,0.9707193273136924
0.875,1.85,0.9707183101292655
1.2,1.95,0.9707181395624392
1.05,2.225,0.9707175483854233
0.875,2.025,0.9707098821734639
1.025,2.175,0.9707056455254045
0.95,1.55,0.9707041066653659
0.8,1.85,0.9707040986116701
0.85,1.8,0.9707039414957608
0.875,1.425,0.9707036806579549
1.225,2.0,0.9706996913967846
1.15,1.875,0.9706992653893738
1.025,1.675,0.970697987367141
0.8,1.3,0.9706978970961612
1.1,1.8,0.97068940229543
1.225,1.975,0.9706831059097478
0.975,1.575,0.9706830156387681
0.9,1.45,0.9706825896313571
0.925,2.15,0.9706824229286876
1.025,1.65,0.9706814018801041
0.825,1.75,0.9706780960096486
1.1,1.775,0.9706728168083932
1.25,2.025,0.9706716290571401
0.825,1.35,0.9706704378513847
0.85,1.975,0.9706676282877721
1.05,1.7,0.9706654194879354
1.175,1.9,0.9706572604236356
0.85,1.375,0.9706448412852261
1.075,1.725,0.9706443284613376
1.2,1.925,0.9706431407100847
0.975,2.275,0.9706360895108458
0.95,1.525,0.970636079126058
0.9,2.1,0.9706217208773413
1.15,1.85,0.9706103239109255
0.825,1.325,0.9706024103120771
0.825,1.925,0.9705929836103322
1.0,1.6,0.970585063081198
0.925,1.475,0.9705846370737871
1.05,1.675,0.9705834493225339
1.25,2.0,0.9705757162656451
0.8,1.275,0.9705714561915356
0.95,2.225,0.9705708819199387
1.175,1.875,0.9705683189451874
1.125,1.8,0.9705584558512436
0.875,1.4,0.9705563258141888
0.95,1.5,0.9705541089606564
1.25,1.975,0.9705521594655614
0.875,2.05,0.9705495419733872
1.075,1.7,0.9705484156698426
0.975,1.075,0.9705481882545014
1.0,1.5,0.9705466063852377
0.8,1.875,0.9705437584115936
0.95,1.425,0.9705392090647799
1.25,1.875,0.9705372595696847
0.975,1.55,0.9705356607950021
0.9,1.425,0.9705352347875911
1.125,1.775,0.97053489905116
0.975,1.475,0.9705347035252191
1.225,1.35,0.9705343358993876
0.9,1.35,0.9705342775178082
1.2,1.9,0.9705332852924959
1.2,1.8,0.9705323280227129
0.95,1.05,0.9705317798549219
1.05,1.575,0.9705310500004801
0.925,2.175,0.9705290540416577
1.225,1.85,0.9705278224831521
1.2,1.325,0.9705248988128549
0.975,2.3,0.9705245485020968
1.1,1.65,0.9705245046948443
1.15,1.725,0.9705204251626943
1.025,1.625,0.9705201044102444
1.075,1.625,0.9705195731478725
1.025,1.55,0.9705191471404614
1.175,1.775,0.9705159196231334
1.225,1.95,0.9705148371268414
0.8,1.2,0.9705120855564348
0.925,1.4,0.9705113238125928
0.85,1.275,0.9705104717977707
0.9,2.125,0.9705101798685923
1.15,1.825,0.9705074398063837
1.125,1.7,0.9705060565291898
1.1,1.75,0.9705045480254867
0.875,1.325,0.9705039264921349
1.25,1.9,0.9705024030044508
1.1,1.2,0.9705004899979492
0.85,2.0,0.9705003167746485
1.0,1.525,0.97049780719391
0.975,1.15,0.9704977034720135
0.85,1.35,0.97049748644146
1.2,1.825,0.9704974714574789
0.925,1.025,0.970496923289688
1.05,1.6,0.970496193435246
1.075,1.175,0.9704955584509775
1.175,1.3,0.9704945477871817
1.15,1.275,0.9704920820136959
0.9,1.0,0.970491991742716
0.95,1.45,0.9704904098734523
1.1,1.675,0.9704896481296101
0.95,1.125,0.9704882663854807
1.25,1.475,0.9704863168903856
1.15,1.75,0.9704855685974603
1.225,1.45,0.9704838511168997
0.825,0.9,0.970481525553904
1.0,1.55,0.9704795361157128
1.05,1.15,0.970479150051398
1.225,1.875,0.9704790232918244
0.9,1.375,0.9704785070134335
1.125,1.25,0.9704777133801912
1.075,1.275,0.97047560178162
1.1,1.225,0.9704752476067053
1.025,1.125,0.9704742185044261
1.0,1.1,0.9704737924970152
1.1,1.3,0.9704735620155449
1.05,1.625,0.9704709510440019
0.825,1.25,0.9704706836855649
1.075,1.2,0.9704703160597333
1.2,1.425,0.97046744271732
0.8,0.875,0.9704671569203994
1.25,1.4,0.9704670885424053
0.95,1.475,0.9704651674822083
1.25,1.375,0.9704644456814622
1.1,1.7,0.9704644057383661
1.2,1.45,0.9704631142652165
0.95,1.15,0.9704630239942368
0.875,0.975,0.9704616407170429
1.05,1.175,0.9704608789732007
1.225,1.9,0.9704607522136272
1.15,1.775,0.9704603262062163
1.175,1.8,0.9704601491187589
0.95,2.25,0.9704593409111896
1.05,1.25,0.9704591933820405
0.975,1.1,0.9704575611848929
1.075,1.3,0.9704573307034227
1.025,1.15,0.9704559474262289
1.0,1.125,0.9704555214188179
